date,location,latitude,longitude,elevation_m,temp_min_c,temp_max_c,temp_avg_c,humidity_pct,rainfall_mm,wind_speed_kmh,sunshine_hours,month,day,day_of_year,year,is_rainy_season
2022-05-05,Kicukiro,-1.97,30.11,1490,-3.1,15.8,6.4,76.9,23.6,1.5,3.4,5,5,125,2022,1
2022-05-06,Kicukiro,-1.97,30.11,1490,-2.4,16.4,7.0,80.8,9.4,0.1,8.5,5,6,126,2022,1
2022-05-07,Kicukiro,-1.97,30.11,1490,-3.3,16.3,6.5,81.6,0.0,1.5,11.8,5,7,127,2022,1
2022-05-08,Kicukiro,-1.97,30.11,1490,-3.0,15.9,6.4,80.0,0.0,4.1,10.5,5,8,128,2022,1
2022-05-09,Kicukiro,-1.97,30.11,1490,-3.1,15.8,6.4,83.9,48.4,3.0,4.0,5,9,129,2022,1
2022-05-10,Kicukiro,-1.97,30.11,1490,-3.3,14.3,5.5,80.9,0.0,4.0,10.9,5,10,130,2022,1
2022-05-11,Kicukiro,-1.97,30.11,1490,-2.4,14.9,6.2,82.0,31.2,2.5,4.7,5,11,131,2022,1
2022-05-12,Kicukiro,-1.97,30.11,1490,-1.4,16.1,7.4,79.7,17.7,1.2,2.4,5,12,132,2022,1
2022-05-13,Kicukiro,-1.97,30.11,1490,-2.4,14.2,5.9,76.3,39.1,4.6,2.5,5,13,133,2022,1
2022-05-14,Kicukiro,-1.97,30.11,1490,-3.4,15.9,6.3,78.8,12.5,2.8,1.3,5,14,134,2022,1
2022-05-15,Kicukiro,-1.97,30.11,1490,-2.8,14.3,5.8,79.2,32.3,3.4,2.5,5,15,135,2022,1
2022-05-16,Kicukiro,-1.97,30.11,1490,-2.8,16.1,6.6,81.7,35.5,0.9,3.6,5,16,136,2022,1
2022-05-17,Kicukiro,-1.97,30.11,1490,-3.2,14.3,5.5,80.6,43.9,1.9,7.2,5,17,137,2022,1
2022-05-18,Kicukiro,-1.97,30.11,1490,-2.2,13.8,5.8,79.3,10.3,4.0,3.0,5,18,138,2022,1
2022-05-19,Kicukiro,-1.97,30.11,1490,-2.8,16.3,6.8,79.2,27.0,5.2,4.9,5,19,139,2022,1
2022-05-20,Kicukiro,-1.97,30.11,1490,-2.6,16.7,7.1,79.8,14.4,3.6,2.2,5,20,140,2022,1
2022-05-21,Kicukiro,-1.97,30.11,1490,-1.1,16.9,7.9,79.6,9.9,2.3,6.9,5,21,141,2022,1
2022-05-22,Kicukiro,-1.97,30.11,1490,-2.7,15.1,6.2,80.7,35.8,2.5,2.9,5,22,142,2022,1
2022-05-23,Kicukiro,-1.97,30.11,1490,-1.7,16.3,7.3,83.7,23.0,3.0,4.3,5,23,143,2022,1
2022-05-24,Kicukiro,-1.97,30.11,1490,-2.5,17.2,7.3,83.8,9.1,1.1,6.5,5,24,144,2022,1
2022-05-25,Kicukiro,-1.97,30.11,1490,-1.3,15.9,7.3,82.2,0.0,5.0,9.3,5,25,145,2022,1
2022-05-26,Kicukiro,-1.97,30.11,1490,-2.1,16.2,7.1,85.1,0.0,,10.3,5,26,146,2022,1
2022-05-27,Kicukiro,-1.97,30.11,1490,-2.4,17.0,7.3,83.7,28.4,0.6,4.4,5,27,147,2022,1
2022-05-28,Kicukiro,-1.97,30.11,1490,-0.5,16.3,7.9,80.2,43.1,2.8,4.9,5,28,148,2022,1
2022-05-29,Kicukiro,-1.97,30.11,1490,-0.4,18.2,8.9,82.2,26.1,4.8,3.5,5,29,149,2022,1
2022-05-30,Kicukiro,-1.97,30.11,1490,-2.1,15.4,6.7,78.7,28.4,3.5,3.1,5,30,150,2022,1
2022-05-31,Kicukiro,-1.97,30.11,1490,-1.8,16.6,7.4,79.8,19.6,1.4,4.2,5,31,151,2022,1
2022-06-01,Kicukiro,-1.97,30.11,1490,-2.3,17.1,7.4,70.8,0.0,4.7,11.9,6,1,152,2022,0
2022-06-02,Kicukiro,-1.97,30.11,1490,-2.3,16.9,7.3,64.5,0.0,1.5,11.4,6,2,153,2022,0
2022-06-03,Kicukiro,-1.97,30.11,1490,-1.6,16.6,7.5,62.1,0.0,1.8,10.3,6,3,154,2022,0
2022-06-04,Kicukiro,-1.97,30.11,1490,-0.1,16.4,8.1,62.2,0.0,6.1,11.0,6,4,155,2022,0
2022-06-05,Kicukiro,-1.97,30.11,1490,-1.6,18.0,8.2,59.9,0.0,1.3,9.5,6,5,156,2022,0
2022-06-06,Kicukiro,-1.97,30.11,1490,0.5,16.4,8.4,57.8,0.0,0.6,13.1,6,6,157,2022,0
2022-06-07,Kicukiro,-1.97,30.11,1490,-0.3,17.3,8.5,56.7,0.0,2.0,11.0,6,7,158,2022,0
2022-06-08,Kicukiro,-1.97,30.11,1490,-0.7,16.7,8.0,57.7,0.0,4.9,9.5,6,8,159,2022,0
2022-06-09,Kicukiro,-1.97,30.11,1490,-0.5,17.4,8.5,59.2,4.2,5.5,7.3,6,9,160,2022,0
2022-06-10,Kicukiro,-1.97,30.11,1490,-1.9,17.4,7.7,57.3,1.4,1.4,8.3,6,10,161,2022,0
2022-06-11,Kicukiro,-1.97,30.11,1490,-1.1,17.0,7.9,56.8,4.0,1.7,8.3,6,11,162,2022,0
2022-06-12,Kicukiro,-1.97,30.11,1490,-2.1,17.5,7.7,53.0,0.0,4.1,9.6,6,12,163,2022,0
2022-06-13,Kicukiro,-1.97,30.11,1490,-0.3,15.6,7.7,53.4,0.0,6.7,11.1,6,13,164,2022,0
2022-06-14,Kicukiro,-1.97,30.11,1490,-1.0,15.7,7.4,54.7,3.4,2.2,11.2,6,14,165,2022,0
2022-06-15,Kicukiro,-1.97,30.11,1490,-0.3,17.0,8.4,52.8,0.0,1.9,9.9,6,15,166,2022,0
2022-06-16,Kicukiro,-1.97,30.11,1490,-1.4,16.8,7.7,50.7,0.0,3.3,8.7,6,16,167,2022,0
2022-06-17,Kicukiro,-1.97,30.11,1490,-2.0,17.5,7.7,52.1,0.0,2.4,10.2,6,17,168,2022,0
2022-06-18,Kicukiro,-1.97,30.11,1490,-0.5,17.7,8.6,54.7,0.0,1.3,11.3,6,18,169,2022,0
2022-06-19,Kicukiro,-1.97,30.11,1490,-1.7,17.0,7.6,55.6,10.9,6.1,5.7,6,19,170,2022,0
2022-06-20,Kicukiro,-1.97,30.11,1490,-0.9,16.0,7.5,55.3,0.0,2.8,10.8,6,20,171,2022,0
2022-06-21,Kicukiro,-1.97,30.11,1490,0.2,17.2,8.7,60.0,0.0,5.8,12.8,6,21,172,2022,0
2022-06-22,Kicukiro,-1.97,30.11,1490,0.2,16.6,8.4,59.3,0.1,2.3,10.2,6,22,173,2022,0
2022-06-23,Kicukiro,-1.97,30.11,1490,-0.8,16.4,7.8,62.1,0.3,1.8,7.1,6,23,174,2022,0
2022-06-24,Kicukiro,-1.97,30.11,1490,-0.9,17.1,8.1,63.8,0.0,5.0,9.4,6,24,175,2022,0
2022-06-25,Kicukiro,-1.97,30.11,1490,-0.2,18.2,9.0,61.5,1.8,0.6,10.2,6,25,176,2022,0
2022-06-26,Kicukiro,-1.97,30.11,1490,0.3,17.3,8.8,54.6,0.9,6.2,7.9,6,26,177,2022,0
2022-06-27,Kicukiro,-1.97,30.11,1490,-0.3,17.4,8.5,53.7,0.0,2.3,10.9,6,27,178,2022,0
2022-06-28,Kicukiro,-1.97,30.11,1490,-0.1,16.9,8.4,56.9,3.4,3.2,7.8,6,28,179,2022,0
2022-06-29,Kicukiro,-1.97,30.11,1490,0.0,16.4,8.2,57.4,0.0,3.2,10.7,6,29,180,2022,0
2022-06-30,Kicukiro,-1.97,30.11,1490,-0.6,18.6,9.0,57.8,0.0,0.4,10.7,6,30,181,2022,0
2022-07-01,Kicukiro,-1.97,30.11,1490,1.0,16.4,8.7,57.2,0.0,5.5,10.9,7,1,182,2022,0
2022-07-02,Kicukiro,-1.97,30.11,1490,-0.2,16.4,8.1,58.5,0.0,2.7,9.4,7,2,183,2022,0
2022-07-03,Kicukiro,-1.97,30.11,1490,0.3,19.3,9.8,59.7,0.0,2.3,11.3,7,3,184,2022,0
2022-07-04,Kicukiro,-1.97,30.11,1490,0.8,18.1,9.4,57.9,0.0,2.2,11.1,7,4,185,2022,0
2022-07-05,Kicukiro,-1.97,30.11,1490,-0.3,19.7,9.7,59.5,0.0,5.8,9.9,7,5,186,2022,0
2022-07-06,Kicukiro,-1.97,30.11,1490,1.5,18.7,10.1,59.1,0.0,5.9,12.9,7,6,187,2022,0
2022-07-07,Kicukiro,-1.97,30.11,1490,-0.3,19.1,9.4,58.4,0.0,2.7,10.6,7,7,188,2022,0
2022-07-08,Kicukiro,-1.97,30.11,1490,1.1,19.9,10.5,58.0,0.0,1.0,10.6,7,8,189,2022,0
2022-07-09,Kicukiro,-1.97,30.11,1490,-0.0,19.2,9.6,58.1,,1.8,11.1,7,9,190,2022,0
2022-07-10,Kicukiro,-1.97,30.11,1490,0.1,17.7,8.9,58.6,0.0,4.1,11.7,7,10,191,2022,0
2022-07-11,Kicukiro,-1.97,30.11,1490,1.6,19.4,10.5,60.0,0.0,5.5,11.0,7,11,192,2022,0
2022-07-12,Kicukiro,-1.97,30.11,1490,1.2,18.3,9.8,60.9,0.0,5.2,9.9,7,12,193,2022,0
2022-07-13,Kicukiro,-1.97,30.11,1490,2.0,18.9,10.4,56.5,0.0,6.5,9.5,7,13,194,2022,0
2022-07-14,Kicukiro,-1.97,30.11,1490,2.2,19.3,10.7,57.3,0.0,3.2,11.2,7,14,195,2022,0
2022-07-15,Kicukiro,-1.97,30.11,1490,2.7,20.7,11.7,55.5,0.0,1.3,8.9,7,15,196,2022,0
2022-07-16,Kicukiro,-1.97,30.11,1490,,20.4,11.3,53.4,0.0,0.0,12.7,7,16,197,2022,0
2022-07-17,Kicukiro,-1.97,30.11,1490,1.3,19.2,10.2,52.6,2.4,1.6,9.5,7,17,198,2022,0
2022-07-18,Kicukiro,-1.97,30.11,1490,2.5,20.3,11.4,54.0,0.0,2.9,11.0,7,18,199,2022,0
2022-07-19,Kicukiro,-1.97,30.11,1490,2.5,19.3,10.9,56.2,0.0,8.1,8.4,7,19,200,2022,0
2022-07-20,Kicukiro,-1.97,30.11,1490,0.8,19.8,10.3,59.1,0.0,2.5,10.0,7,20,201,2022,0
2022-07-21,Kicukiro,-1.97,30.11,1490,2.9,,11.8,58.1,0.0,1.3,10.1,7,21,202,2022,0
2022-07-22,Kicukiro,-1.97,30.11,1490,3.4,20.4,11.9,58.0,1.0,1.4,9.7,7,22,203,2022,0
2022-07-23,Kicukiro,-1.97,30.11,1490,3.2,19.3,11.2,60.8,2.3,1.9,8.5,7,23,204,2022,0
2022-07-24,Kicukiro,-1.97,30.11,1490,1.8,21.0,11.4,58.9,1.0,2.1,4.4,7,24,205,2022,0
2022-07-25,Kicukiro,-1.97,30.11,1490,1.1,19.5,10.3,56.5,0.0,3.7,11.9,7,25,206,2022,0
2022-07-26,Kicukiro,-1.97,30.11,1490,1.4,18.4,9.9,55.5,0.0,1.1,11.8,7,26,207,2022,0
2022-07-27,Kicukiro,-1.97,30.11,1490,0.1,17.9,9.0,51.6,0.0,2.3,11.5,7,27,208,2022,0
2022-07-28,Kicukiro,-1.97,30.11,1490,3.7,19.5,11.6,51.3,0.0,1.8,10.7,7,28,209,2022,0
2022-07-29,Kicukiro,-1.97,30.11,1490,4.8,22.8,13.8,49.0,0.0,6.1,11.6,7,29,210,2022,0
2022-07-30,Kicukiro,-1.97,30.11,1490,3.2,20.3,11.7,55.2,0.0,6.9,12.2,7,30,211,2022,0
2022-07-31,Kicukiro,-1.97,30.11,1490,4.3,21.0,12.7,54.4,0.0,1.8,13.4,7,31,212,2022,0
2022-08-01,Kicukiro,-1.97,30.11,1490,2.2,19.8,11.0,54.4,0.0,1.7,10.5,8,1,213,2022,0
2022-08-02,Kicukiro,-1.97,30.11,1490,1.2,20.8,11.0,56.5,0.0,2.4,10.8,8,2,214,2022,0
2022-08-03,Kicukiro,-1.97,30.11,1490,1.4,19.4,10.4,58.8,0.0,1.1,9.3,8,3,215,2022,0
2022-08-04,Kicukiro,-1.97,30.11,1490,1.2,20.9,11.0,55.8,0.0,,10.8,8,4,216,2022,0
2022-08-05,Kicukiro,-1.97,30.11,1490,2.5,20.6,11.6,54.4,0.0,1.7,11.0,8,5,217,2022,0
2022-08-06,Kicukiro,-1.97,30.11,1490,4.3,21.4,12.8,52.1,0.0,2.9,12.6,8,6,218,2022,0
2022-08-07,Kicukiro,-1.97,30.11,1490,3.6,22.5,13.0,52.9,0.0,12.0,10.5,8,7,219,2022,0
2022-08-08,Kicukiro,-1.97,30.11,1490,4.6,23.3,14.0,51.2,0.0,1.1,,8,8,220,2022,0
2022-08-09,Kicukiro,-1.97,30.11,1490,4.2,22.1,13.2,50.2,0.0,2.8,12.3,8,9,221,2022,0
2022-08-10,Kicukiro,-1.97,30.11,1490,3.6,22.6,13.1,52.5,0.0,2.4,8.3,8,10,222,2022,0
2022-08-11,Kicukiro,-1.97,30.11,1490,2.8,20.2,11.5,55.2,0.0,2.6,8.4,8,11,223,2022,0
2022-08-12,Kicukiro,-1.97,30.11,1490,2.6,20.1,11.3,56.7,0.0,1.1,9.8,8,12,224,2022,0
2022-08-13,Kicukiro,-1.97,30.11,1490,3.7,20.6,12.1,55.0,0.0,2.6,11.8,8,13,225,2022,0
2022-08-14,Kicukiro,-1.97,30.11,1490,2.1,21.5,11.8,56.0,0.0,0.3,8.2,8,14,226,2022,0
2022-08-15,Kicukiro,-1.97,30.11,1490,4.9,21.9,13.4,54.6,0.0,2.3,9.8,8,15,227,2022,0
2022-08-16,Kicukiro,-1.97,30.11,1490,4.8,22.6,13.7,54.3,0.0,5.4,11.3,8,16,228,2022,0
2022-08-17,Kicukiro,-1.97,30.11,1490,4.1,21.9,13.0,54.8,0.0,2.9,11.3,8,17,229,2022,0
2022-08-18,Kicukiro,-1.97,30.11,1490,4.2,20.3,12.3,56.2,2.1,6.0,7.4,8,18,230,2022,0
2022-08-19,Kicukiro,-1.97,30.11,1490,2.1,22.6,12.3,55.0,0.4,2.4,8.3,8,19,231,2022,0
2022-08-20,Kicukiro,-1.97,30.11,1490,2.8,23.0,12.9,53.3,0.3,4.5,6.7,8,20,232,2022,0
2022-08-21,Kicukiro,-1.97,30.11,1490,5.2,22.8,14.0,59.0,0.0,4.7,11.7,8,21,233,2022,0
2022-08-22,Kicukiro,-1.97,30.11,1490,4.5,21.4,13.0,61.4,0.0,6.8,11.2,8,22,234,2022,0
2022-08-23,Kicukiro,-1.97,30.11,1490,3.6,21.1,12.3,61.0,2.8,1.6,7.2,8,23,235,2022,0
2022-08-24,Kicukiro,-1.97,30.11,1490,3.8,21.4,12.6,61.2,0.0,3.4,10.7,8,24,236,2022,0
2022-08-25,Kicukiro,-1.97,30.11,1490,4.0,22.8,13.4,57.9,0.0,6.6,11.0,8,25,237,2022,0
2022-08-26,Kicukiro,-1.97,30.11,1490,5.0,24.1,14.5,55.2,0.0,2.1,11.7,8,26,238,2022,0
2022-08-27,Kicukiro,-1.97,30.11,1490,4.4,22.1,13.2,59.6,0.0,1.5,10.8,8,27,239,2022,0
2022-08-28,Kicukiro,-1.97,30.11,1490,5.1,23.0,14.0,56.0,0.0,8.3,10.4,8,28,240,2022,0
2022-08-29,Kicukiro,-1.97,30.11,1490,4.8,21.3,13.1,55.6,0.0,0.2,8.9,8,29,241,2022,0
2022-08-30,Kicukiro,-1.97,30.11,1490,6.4,22.3,14.4,54.9,0.0,1.5,11.2,8,30,242,2022,0
2022-08-31,Kicukiro,-1.97,30.11,1490,3.8,21.4,12.6,55.2,0.0,6.6,11.7,8,31,243,2022,0
2022-09-01,Kicukiro,-1.97,30.11,1490,4.8,23.5,14.2,70.4,6.4,5.1,8.7,9,1,244,2022,1
2022-09-02,Kicukiro,-1.97,30.11,1490,6.7,23.1,14.9,74.1,11.4,1.3,0.0,9,2,245,2022,1
2022-09-03,Kicukiro,-1.97,30.11,1490,7.1,24.2,15.6,77.0,4.3,3.1,6.1,9,3,246,2022,1
2022-09-04,Kicukiro,-1.97,30.11,1490,4.7,24.3,14.5,76.8,12.9,2.3,4.3,9,4,247,2022,1
2022-09-05,Kicukiro,-1.97,30.11,1490,4.7,23.0,13.8,80.5,26.1,3.2,2.9,9,5,248,2022,1
2022-09-06,Kicukiro,-1.97,30.11,1490,4.6,22.9,13.7,85.7,8.4,4.0,4.5,9,6,249,2022,1
2022-09-07,Kicukiro,-1.97,30.11,1490,6.1,23.9,15.0,84.9,12.9,0.8,4.8,9,7,250,2022,1
2022-09-08,Kicukiro,-1.97,30.11,1490,3.5,23.8,13.6,81.0,14.0,3.0,3.7,9,8,251,2022,1
2022-09-09,Kicukiro,-1.97,30.11,1490,4.4,24.0,14.2,,15.8,1.1,4.1,9,9,252,2022,1
2022-09-10,Kicukiro,-1.97,30.11,1490,5.6,23.6,14.6,82.7,3.4,1.4,9.5,9,10,253,2022,1
2022-09-11,Kicukiro,-1.97,30.11,1490,3.7,22.7,13.2,82.4,9.0,3.3,8.4,9,11,254,2022,1
2022-09-12,Kicukiro,-1.97,30.11,1490,4.8,23.1,13.9,81.2,10.6,2.5,3.2,9,12,255,2022,1
2022-09-13,Kicukiro,-1.97,30.11,1490,4.3,23.3,13.8,80.7,18.6,3.9,1.4,9,13,256,2022,1
2022-09-14,Kicukiro,-1.97,30.11,1490,3.8,23.1,13.5,83.5,9.9,3.9,6.6,9,14,257,2022,1
2022-09-15,Kicukiro,-1.97,30.11,1490,5.6,21.7,13.7,85.7,9.5,4.5,8.2,9,15,258,2022,1
2022-09-16,Kicukiro,-1.97,30.11,1490,5.0,24.1,14.6,84.3,25.9,5.3,3.3,9,16,259,2022,1
2022-09-17,Kicukiro,-1.97,30.11,1490,3.4,21.5,12.4,83.7,12.0,3.4,2.2,9,17,260,2022,1
2022-09-18,Kicukiro,-1.97,30.11,1490,4.4,23.3,13.8,81.9,21.2,2.6,5.2,9,18,261,2022,1
2022-09-19,Kicukiro,-1.97,30.11,1490,6.2,24.0,15.1,83.8,14.1,2.5,3.2,9,19,262,2022,1
2022-09-20,Kicukiro,-1.97,30.11,1490,6.5,25.3,15.9,83.5,6.0,5.4,11.8,9,20,263,2022,1
2022-09-21,Kicukiro,-1.97,30.11,1490,7.7,24.3,16.0,82.2,14.9,3.5,3.0,9,21,264,2022,1
2022-09-22,Kicukiro,-1.97,30.11,1490,6.0,23.4,14.7,82.8,10.5,1.6,4.3,9,22,265,2022,1
2022-09-23,Kicukiro,-1.97,30.11,1490,5.4,23.0,14.2,84.9,15.4,1.9,1.7,9,23,266,2022,1
2022-09-24,Kicukiro,-1.97,30.11,1490,6.0,23.4,14.7,81.1,21.0,2.5,3.8,9,24,267,2022,1
2022-09-25,Kicukiro,-1.97,30.11,1490,4.9,25.1,15.0,81.9,1.1,1.5,11.0,9,25,268,2022,1
2022-09-26,Kicukiro,-1.97,30.11,1490,4.1,22.9,13.5,80.2,30.5,2.1,2.7,9,26,269,2022,1
2022-09-27,Kicukiro,-1.97,30.11,1490,6.6,22.7,14.7,81.4,0.0,3.0,12.2,9,27,270,2022,1
2022-09-28,Kicukiro,-1.97,30.11,1490,6.5,23.5,15.0,82.4,0.0,3.8,11.0,9,28,271,2022,1
2022-09-29,Kicukiro,-1.97,30.11,1490,4.8,24.5,14.7,80.6,16.5,0.7,2.2,9,29,272,2022,1
2022-09-30,Kicukiro,-1.97,30.11,1490,6.5,24.8,15.7,81.6,11.6,4.7,3.1,9,30,273,2022,1
2022-10-01,Kicukiro,-1.97,30.11,1490,5.5,24.6,15.1,84.7,9.9,3.1,8.4,10,1,274,2022,1
2022-10-02,Kicukiro,-1.97,30.11,1490,7.9,23.0,15.4,85.3,13.7,1.2,4.7,10,2,275,2022,1
2022-10-03,Kicukiro,-1.97,30.11,1490,6.8,25.1,15.9,83.5,8.4,2.0,11.3,10,3,276,2022,1
2022-10-04,Kicukiro,-1.97,30.11,1490,5.6,25.1,15.4,80.7,9.5,1.2,7.0,10,4,277,2022,1
2022-10-05,Kicukiro,-1.97,30.11,1490,4.5,22.5,13.5,82.5,3.2,3.2,8.7,10,5,278,2022,1
2022-10-06,Kicukiro,-1.97,30.11,1490,4.7,24.1,14.4,80.7,11.7,2.3,5.0,10,6,279,2022,1
2022-10-07,Kicukiro,-1.97,30.11,1490,6.7,23.1,14.9,83.1,16.9,2.9,3.6,10,7,280,2022,1
2022-10-08,Kicukiro,-1.97,30.11,1490,6.7,23.1,14.9,81.9,0.0,2.5,10.8,10,8,281,2022,1
2022-10-09,Kicukiro,-1.97,30.11,1490,6.8,23.8,15.3,84.9,0.0,1.7,10.4,10,9,282,2022,1
2022-10-10,Kicukiro,-1.97,30.11,1490,4.7,24.1,14.4,82.7,3.2,2.9,8.5,10,10,283,2022,1
2022-10-11,Kicukiro,-1.97,30.11,1490,7.0,23.5,15.3,78.8,5.5,4.4,8.8,10,11,284,2022,1
2022-10-12,Kicukiro,-1.97,30.11,1490,5.9,23.9,14.9,80.2,12.4,0.5,2.1,10,12,285,2022,1
2022-10-13,Kicukiro,-1.97,30.11,1490,6.0,25.3,15.7,80.6,4.7,9.8,7.2,10,13,286,2022,1
2022-10-14,Kicukiro,-1.97,30.11,1490,7.1,23.1,15.1,79.2,0.0,7.0,11.0,10,14,287,2022,1
2022-10-15,Kicukiro,-1.97,30.11,1490,7.4,23.1,15.3,79.2,13.6,5.9,3.9,10,15,288,2022,1
2022-10-16,Kicukiro,-1.97,30.11,1490,5.8,24.3,15.1,78.0,14.2,2.3,3.2,10,16,289,2022,1
2022-10-17,Kicukiro,-1.97,30.11,1490,4.3,23.0,13.7,82.9,15.0,1.0,5.0,10,17,290,2022,1
2022-10-18,Kicukiro,-1.97,30.11,1490,,23.4,14.1,81.5,0.0,,9.4,10,18,291,2022,1
2022-10-19,Kicukiro,-1.97,30.11,1490,6.2,22.9,14.6,81.7,0.0,1.8,11.1,10,19,292,2022,1
2022-10-20,Kicukiro,-1.97,30.11,1490,4.7,22.5,13.6,79.6,25.6,5.3,4.9,10,20,293,2022,1
2022-10-21,Kicukiro,-1.97,30.11,1490,7.5,25.2,16.3,80.6,26.6,3.5,4.5,10,21,294,2022,1
2022-10-22,Kicukiro,-1.97,30.11,1490,8.0,25.5,16.8,79.3,0.0,4.7,9.4,10,22,295,2022,1
2022-10-23,Kicukiro,-1.97,30.11,1490,8.4,24.3,16.3,80.8,0.0,1.1,12.1,10,23,296,2022,1
2022-10-24,Kicukiro,-1.97,30.11,1490,7.3,24.9,16.1,81.5,7.7,2.5,7.8,10,24,297,2022,1
2022-10-25,Kicukiro,-1.97,30.11,1490,5.9,24.3,15.1,81.3,14.6,1.3,3.3,10,25,298,2022,1
2022-10-26,Kicukiro,-1.97,30.11,1490,7.1,25.4,16.3,81.3,29.5,4.9,3.3,10,26,299,2022,1
2022-10-27,Kicukiro,-1.97,30.11,1490,5.9,26.0,15.9,77.9,7.5,0.9,8.9,10,27,300,2022,1
2022-10-28,Kicukiro,-1.97,30.11,1490,6.4,23.8,15.1,77.1,10.3,1.5,1.8,10,28,301,2022,1
2022-10-29,Kicukiro,-1.97,30.11,1490,4.7,23.6,14.2,78.3,9.7,1.9,8.1,10,29,302,2022,1
2022-10-30,Kicukiro,-1.97,30.11,1490,5.3,22.9,14.1,74.9,24.8,2.0,4.5,10,30,303,2022,1
2022-10-31,Kicukiro,-1.97,30.11,1490,7.5,25.2,16.4,76.3,18.2,1.8,2.6,10,31,304,2022,1
2022-11-01,Kicukiro,-1.97,30.11,1490,5.1,24.5,14.8,79.5,7.8,2.0,6.7,11,1,305,2022,1
2022-11-02,Kicukiro,-1.97,30.11,1490,6.8,24.4,15.6,80.0,15.6,2.9,4.1,11,2,306,2022,1
2022-11-03,Kicukiro,-1.97,30.11,1490,7.2,23.1,15.2,79.2,3.2,1.8,6.2,11,3,307,2022,1
2022-11-04,Kicukiro,-1.97,30.11,1490,4.6,23.4,14.0,81.7,0.0,4.6,9.7,11,4,308,2022,1
2022-11-05,Kicukiro,-1.97,30.11,1490,6.6,23.2,14.9,79.4,0.0,2.7,9.8,11,5,309,2022,1
2022-11-06,Kicukiro,-1.97,30.11,1490,5.1,22.9,14.0,81.6,1.4,2.3,7.8,11,6,310,2022,1
2022-11-07,Kicukiro,-1.97,30.11,1490,4.2,23.5,13.8,81.9,10.5,1.5,1.9,11,7,311,2022,1
2022-11-08,Kicukiro,-1.97,30.11,1490,5.0,24.9,15.0,81.8,7.2,0.8,5.1,11,8,312,2022,1
2022-11-09,Kicukiro,-1.97,30.11,1490,4.9,23.4,14.1,80.0,0.2,7.9,9.8,11,9,313,2022,1
2022-11-10,Kicukiro,-1.97,30.11,1490,5.8,22.7,14.3,83.7,21.9,3.6,2.8,11,10,314,2022,1
2022-11-11,Kicukiro,-1.97,30.11,1490,5.3,24.7,15.0,82.2,25.6,4.8,3.5,11,11,315,2022,1
2022-11-12,Kicukiro,-1.97,30.11,1490,5.2,23.0,14.1,81.1,23.8,4.4,2.3,11,12,316,2022,1
2022-11-13,Kicukiro,-1.97,30.11,1490,4.4,24.5,14.4,82.2,16.7,1.9,3.7,11,13,317,2022,1
2022-11-14,Kicukiro,-1.97,30.11,1490,6.1,24.1,15.1,84.6,0.0,4.6,12.3,11,14,318,2022,1
2022-11-15,Kicukiro,-1.97,30.11,1490,4.1,23.4,13.7,82.3,7.3,1.4,7.3,11,15,319,2022,1
2022-11-16,Kicukiro,-1.97,30.11,1490,4.5,22.5,13.5,82.7,7.5,4.1,7.2,11,16,320,2022,1
2022-11-17,Kicukiro,-1.97,30.11,1490,4.9,22.4,13.6,84.3,4.7,6.4,2.7,11,17,321,2022,1
2022-11-18,Kicukiro,-1.97,30.11,1490,6.8,23.2,15.0,84.8,9.0,,7.9,11,18,322,2022,1
2022-11-19,Kicukiro,-1.97,30.11,1490,5.8,22.4,14.1,85.3,16.6,6.3,4.6,11,19,323,2022,1
2022-11-20,Kicukiro,-1.97,30.11,1490,6.6,22.1,14.3,82.7,19.0,0.5,5.7,11,20,324,2022,1
2022-11-21,Kicukiro,-1.97,30.11,1490,5.7,22.8,14.2,81.5,10.0,7.3,5.6,11,21,325,2022,1
2022-11-22,Kicukiro,-1.97,30.11,1490,3.6,23.8,13.7,78.7,8.8,6.5,11.2,11,22,326,2022,1
2022-11-23,Kicukiro,-1.97,30.11,1490,5.0,23.8,14.4,80.5,19.0,3.0,3.1,11,23,327,2022,1
2022-11-24,Kicukiro,-1.97,30.11,1490,6.3,21.6,13.9,77.5,19.1,0.0,2.5,11,24,328,2022,1
2022-11-25,Kicukiro,-1.97,30.11,1490,5.5,22.6,14.1,78.7,0.0,1.6,11.0,11,25,329,2022,1
2022-11-26,Kicukiro,-1.97,30.11,1490,6.0,22.3,14.2,79.8,2.6,4.9,10.2,11,26,330,2022,1
2022-11-27,Kicukiro,-1.97,30.11,1490,4.6,22.2,13.4,82.7,5.6,4.3,8.8,11,27,331,2022,1
2022-11-28,Kicukiro,-1.97,30.11,1490,3.4,23.3,13.3,80.7,10.3,1.2,2.4,11,28,332,2022,1
2022-11-29,Kicukiro,-1.97,30.11,1490,5.7,23.0,14.4,79.5,7.4,5.3,7.4,11,29,333,2022,1
2022-11-30,Kicukiro,-1.97,30.11,1490,4.2,21.8,13.0,79.6,13.3,0.6,3.9,11,30,334,2022,1
2022-12-01,Kicukiro,-1.97,30.11,1490,4.7,21.4,13.1,80.2,12.0,1.9,4.9,12,1,335,2022,1
2022-12-02,Kicukiro,-1.97,30.11,1490,3.7,22.7,13.2,81.7,3.1,4.3,6.7,12,2,336,2022,1
2022-12-03,Kicukiro,-1.97,30.11,1490,4.3,22.9,13.6,79.3,10.6,9.4,3.0,12,3,337,2022,1
